complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company_public_response,company,state,zip_code,tags,consumer_consent_provided,submitted_via,date_sent_to_company,company_response_to_consumer,timely_response,consumer_disputed?
3013925,2026-01-12 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,GA,12345,,Consent provided,Web,2026-01-25 19:10:40.896439,Closed with explanation,Yes,No
3013926,2025-03-26 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,CA,12345,,Consent provided,Web,2025-04-05 19:10:40.896439,In progress,Yes,nan
3013927,2025-12-28 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,NC,12345,,Consent provided,Web,2026-01-10 19:10:40.896439,Closed with explanation,Yes,nan
3013928,2026-02-20 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,GA,12345,,Consent provided,Web,2026-03-05 19:10:40.896439,Closed with explanation,Yes,nan
3013929,2024-12-17 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,OH,12345,,Consent provided,Web,2024-12-19 19:10:40.896439,Closed with non-monetary relief,No,No
3013930,2025-05-16 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,IL,12345,,Consent provided,Web,2025-05-28 19:10:40.896439,In progress,Yes,nan
3013931,2024-07-05 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,CA,12345,,Consent provided,Web,2024-07-09 19:10:40.896439,Closed with explanation,Yes,nan
3013932,2025-03-22 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,OH,12345,,Consent provided,Web,2025-03-25 19:10:40.896439,In progress,Yes,nan
3013933,2024-09-05 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,NC,12345,,Consent provided,Web,2024-09-18 19:10:40.896439,Closed with explanation,Yes,No
3013934,2025-10-30 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,FL,12345,,Consent provided,Web,2025-10-30 19:10:40.896439,Closed with explanation,Yes,nan
3013935,2026-05-11 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,GA,12345,,Consent provided,Web,2026-05-15 19:10:40.896439,Closed with explanation,Yes,nan
3013936,2025-05-21 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,FL,12345,,Consent provided,Web,2025-05-30 19:10:40.896439,Closed with explanation,Yes,No
3013937,2025-01-21 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,FL,12345,,Consent provided,Web,2025-01-27 19:10:40.896439,In progress,Yes,No
3013938,2025-02-11 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,OH,12345,,Consent provided,Web,2025-02-11 19:10:40.896439,In progress,Yes,nan
3013939,2024-12-03 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,PA,12345,,Consent provided,Web,2024-12-06 19:10:40.896439,Closed with monetary relief,Yes,Yes
3013940,2026-04-09 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Equifax,IL,12345,,Consent provided,Web,2026-04-14 19:10:40.896439,Closed with explanation,Yes,No
3013941,2026-03-22 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,OH,12345,,Consent provided,Web,2026-04-01 19:10:40.896439,Closed with explanation,Yes,nan
3013942,2025-10-09 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,NC,12345,,Consent provided,Web,2025-10-20 19:10:40.896439,Closed with monetary relief,Yes,Yes
3013943,2025-02-06 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,CA,12345,,Consent provided,Web,2025-02-14 19:10:40.896439,Closed with explanation,Yes,No
3013944,2025-01-16 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,MI,12345,,Consent provided,Web,2025-01-26 19:10:40.896439,Closed with explanation,Yes,No
3013945,2025-01-22 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,CA,12345,,Consent provided,Web,2025-01-29 19:10:40.896439,Closed with explanation,Yes,No
3013946,2026-04-12 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,IL,12345,,Consent provided,Web,2026-04-13 19:10:40.896439,Closed with explanation,Yes,No
3013947,2025-02-23 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,GA,12345,,Consent provided,Web,2025-03-05 19:10:40.896439,Closed with explanation,Yes,nan
3013948,2024-11-22 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,OH,12345,,Consent provided,Web,2024-11-24 19:10:40.896439,Closed with explanation,Yes,Yes
3013949,2026-06-12 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Equifax,OH,12345,,Consent provided,Web,2026-06-21 19:10:40.896439,Closed with explanation,Yes,Yes
3013950,2025-11-14 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,FL,12345,,Consent provided,Web,2025-11-26 19:10:40.896439,Closed with explanation,Yes,nan
3013951,2026-01-10 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NC,12345,,Consent provided,Web,2026-01-14 19:10:40.896439,Closed with explanation,Yes,Yes
3013952,2024-08-30 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,IL,12345,,Consent provided,Web,2024-09-09 19:10:40.896439,Closed with explanation,Yes,Yes
3013953,2025-11-20 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,MI,12345,,Consent provided,Web,2025-11-26 19:10:40.896439,Closed with explanation,No,No
3013954,2024-11-23 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,FL,12345,,Consent provided,Web,2024-11-25 19:10:40.896439,Closed with explanation,Yes,nan
3013955,2026-06-26 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,PA,12345,,Consent provided,Web,2026-07-07 19:10:40.896439,Closed with non-monetary relief,Yes,No
3013956,2026-02-08 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,GA,12345,,Consent provided,Web,2026-02-14 19:10:40.896439,Closed with explanation,Yes,No
3013957,2025-12-25 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,GA,12345,,Consent provided,Web,2025-12-29 19:10:40.896439,In progress,Yes,nan
3013958,2026-04-05 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,NY,12345,,Consent provided,Web,2026-04-14 19:10:40.896439,In progress,Yes,nan
3013959,2024-10-18 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,NY,12345,,Consent provided,Web,2024-10-23 19:10:40.896439,In progress,Yes,nan
3013960,2024-12-16 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NC,12345,,Consent provided,Web,2024-12-21 19:10:40.896439,In progress,Yes,nan
3013961,2025-02-04 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,MI,12345,,Consent provided,Web,2025-02-14 19:10:40.896439,Closed with monetary relief,Yes,No
3013962,2024-09-13 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2024-09-23 19:10:40.896439,In progress,Yes,No
3013963,2026-06-20 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,NC,12345,,Consent provided,Web,2026-07-03 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3013964,2026-04-30 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,GA,12345,,Consent provided,Web,2026-05-11 19:10:40.896439,Closed with explanation,Yes,nan
3013965,2026-02-03 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,FL,12345,,Consent provided,Web,2026-02-06 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3013966,2024-10-02 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,TX,12345,,Consent provided,Web,2024-10-13 19:10:40.896439,Closed with monetary relief,Yes,Yes
3013967,2025-02-17 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,TX,12345,,Consent provided,Web,2025-02-24 19:10:40.896439,Closed with explanation,No,No
3013968,2024-09-21 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,CA,12345,,Consent provided,Web,2024-09-29 19:10:40.896439,Closed with non-monetary relief,No,Yes
3013969,2026-03-04 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,MI,12345,,Consent provided,Web,2026-03-05 19:10:40.896439,In progress,No,No
3013970,2025-06-18 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,NC,12345,,Consent provided,Web,2025-06-26 19:10:40.896439,Closed with explanation,Yes,Yes
3013971,2025-03-07 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,CA,12345,,Consent provided,Web,2025-03-17 19:10:40.896439,Closed with explanation,No,Yes
3013972,2025-04-02 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,TX,12345,,Consent provided,Web,2025-04-13 19:10:40.896439,Closed with explanation,Yes,No
3013973,2025-08-11 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,OH,12345,,Consent provided,Web,2025-08-14 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3013974,2026-05-04 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,IL,12345,,Consent provided,Web,2026-05-09 19:10:40.896439,Closed with explanation,Yes,Yes
3013975,2024-10-28 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,CA,12345,,Consent provided,Web,2024-11-10 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3013976,2025-09-12 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,NY,12345,,Consent provided,Web,2025-09-18 19:10:40.896439,Closed with explanation,Yes,No
3013977,2025-12-16 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,PA,12345,,Consent provided,Web,2025-12-19 19:10:40.896439,Closed with explanation,Yes,Yes
3013978,2025-09-19 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,GA,12345,,Consent provided,Web,2025-09-26 19:10:40.896439,In progress,Yes,nan
3013979,2024-12-23 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,TX,12345,,Consent provided,Web,2025-01-04 19:10:40.896439,Closed with explanation,Yes,Yes
3013980,2024-07-20 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,MI,12345,,Consent provided,Web,2024-08-02 19:10:40.896439,In progress,Yes,Yes
3013981,2024-08-29 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,FL,12345,,Consent provided,Web,2024-09-07 19:10:40.896439,Untimely response,Yes,Yes
3013982,2026-02-15 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,OH,12345,,Consent provided,Web,2026-02-22 19:10:40.896439,Closed with explanation,Yes,nan
3013983,2024-10-15 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,CA,12345,,Consent provided,Web,2024-10-15 19:10:40.896439,In progress,Yes,No
3013984,2025-04-14 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Capital One,OH,12345,,Consent provided,Web,2025-04-21 19:10:40.896439,Closed with explanation,Yes,nan
3013985,2026-06-09 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Wells Fargo,CA,12345,,Consent provided,Web,2026-06-18 19:10:40.896439,Closed with explanation,Yes,Yes
3013986,2025-12-03 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,GA,12345,,Consent provided,Web,2025-12-16 19:10:40.896439,Closed with explanation,Yes,nan
3013987,2026-03-14 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,PA,12345,,Consent provided,Web,2026-03-25 19:10:40.896439,In progress,Yes,nan
3013988,2025-04-08 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,JPMorgan Chase & Co.,MI,12345,,Consent provided,Web,2025-04-10 19:10:40.896439,Closed with monetary relief,Yes,No
3013989,2026-03-08 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,OH,12345,,Consent provided,Web,2026-03-12 19:10:40.896439,Closed with explanation,Yes,Yes
3013990,2025-03-30 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,TX,12345,,Consent provided,Web,2025-04-12 19:10:40.896439,Closed with explanation,Yes,No
3013991,2025-08-08 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,PA,12345,,Consent provided,Web,2025-08-17 19:10:40.896439,Closed with non-monetary relief,Yes,No
3013992,2025-11-19 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,IL,12345,,Consent provided,Web,2025-11-26 19:10:40.896439,Closed with explanation,Yes,nan
3013993,2024-09-28 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,FL,12345,,Consent provided,Web,2024-10-08 19:10:40.896439,Closed with explanation,Yes,No
3013994,2025-05-20 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,JPMorgan Chase & Co.,NC,12345,,Consent provided,Web,2025-05-25 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3013995,2024-08-05 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,IL,12345,,Consent provided,Web,2024-08-08 19:10:40.896439,Closed with explanation,Yes,No
3013996,2025-06-05 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,GA,12345,,Consent provided,Web,2025-06-19 19:10:40.896439,Closed with explanation,No,No
3013997,2024-08-24 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Wells Fargo,NY,12345,,Consent provided,Web,2024-08-27 19:10:40.896439,Closed with monetary relief,Yes,Yes
3013998,2024-09-21 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,PA,12345,,Consent provided,Web,2024-10-02 19:10:40.896439,Closed with explanation,Yes,No
3013999,2026-06-02 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NY,12345,,Consent provided,Web,2026-06-05 19:10:40.896439,Closed with non-monetary relief,Yes,nan
3014000,2024-12-25 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NY,12345,,Consent provided,Web,2024-12-30 19:10:40.896439,Closed with explanation,Yes,No
3014001,2026-03-14 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,NC,12345,,Consent provided,Web,2026-03-20 19:10:40.896439,Closed with explanation,Yes,No
3014002,2025-11-17 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,IL,12345,,Consent provided,Web,2025-11-29 19:10:40.896439,Closed with monetary relief,Yes,No
3014003,2026-01-30 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,CA,12345,,Consent provided,Web,2026-02-03 19:10:40.896439,Closed with explanation,Yes,No
3014004,2024-09-18 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Capital One,OH,12345,,Consent provided,Web,2024-09-27 19:10:40.896439,Closed with monetary relief,Yes,nan
3014005,2025-05-16 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,FL,12345,,Consent provided,Web,2025-05-29 19:10:40.896439,In progress,Yes,Yes
3014006,2025-07-12 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,FL,12345,,Consent provided,Web,2025-07-19 19:10:40.896439,In progress,Yes,No
3014007,2024-09-23 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,PA,12345,,Consent provided,Web,2024-09-29 19:10:40.896439,Closed with monetary relief,Yes,nan
3014008,2026-04-05 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Bank of America,FL,12345,,Consent provided,Web,2026-04-12 19:10:40.896439,Untimely response,Yes,nan
3014009,2026-05-30 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Bank of America,CA,12345,,Consent provided,Web,2026-06-13 19:10:40.896439,Closed with explanation,Yes,Yes
3014010,2026-06-01 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,TransUnion,PA,12345,,Consent provided,Web,2026-06-04 19:10:40.896439,Closed with explanation,Yes,No
3014011,2024-09-13 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,OH,12345,,Consent provided,Web,2024-09-20 19:10:40.896439,Closed with monetary relief,Yes,Yes
3014012,2026-05-01 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,IL,12345,,Consent provided,Web,2026-05-13 19:10:40.896439,In progress,Yes,nan
3014013,2026-04-17 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,CA,12345,,Consent provided,Web,2026-04-22 19:10:40.896439,Closed with explanation,Yes,Yes
3014014,2024-09-13 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,TX,12345,,Consent provided,Web,2024-09-15 19:10:40.896439,Closed with explanation,Yes,No
3014015,2024-08-19 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,My credit report shows an account I never opened.,,Experian,TX,12345,,Consent provided,Web,2024-08-31 19:10:40.896439,Untimely response,No,nan
3014016,2024-08-20 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,MI,12345,,Consent provided,Web,2024-08-27 19:10:40.896439,Closed with non-monetary relief,Yes,Yes
3014017,2026-02-15 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,GA,12345,,Consent provided,Web,2026-02-27 19:10:40.896439,Closed with explanation,Yes,No
3014018,2025-08-30 19:10:40.896439,Checking or savings account,General,Incorrect information on your report,Information belongs to someone else,nan,,Equifax,GA,12345,,Consent provided,Web,2025-09-05 19:10:40.896439,Closed with explanation,Yes,nan
3014019,2024-11-30 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,nan,,Experian,GA,12345,,Consent provided,Web,2024-12-09 19:10:40.896439,Closed with explanation,Yes,nan
3014020,2024-11-11 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,TX,12345,,Consent provided,Web,2024-11-15 19:10:40.896439,Closed with explanation,Yes,nan
3014021,2025-10-03 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,IL,12345,,Consent provided,Web,2025-10-13 19:10:40.896439,Closed with explanation,Yes,nan
3014022,2026-04-04 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,IL,12345,,Consent provided,Web,2026-04-07 19:10:40.896439,Closed with explanation,Yes,nan
3014023,2026-03-27 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,NY,12345,,Consent provided,Web,2026-03-27 19:10:40.896439,Closed with explanation,Yes,No
3014024,2025-11-21 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Citibank,GA,12345,,Consent provided,Web,2025-11-30 19:10:40.896439,Closed with explanation,Yes,No
3014025,2025-03-05 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,GA,12345,,Consent provided,Web,2025-03-07 19:10:40.896439,In progress,Yes,Yes
3014026,2025-10-21 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NC,12345,,Consent provided,Web,2025-10-22 19:10:40.896439,Closed with non-monetary relief,Yes,No
3014027,2025-07-21 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NY,12345,,Consent provided,Web,2025-07-28 19:10:40.896439,Closed with explanation,Yes,nan
3014028,2024-10-15 19:10:40.896439,Mortgage,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Capital One,CA,12345,,Consent provided,Web,2024-10-28 19:10:40.896439,Closed with explanation,Yes,No
3014029,2025-11-05 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,NC,12345,,Consent provided,Web,2025-11-12 19:10:40.896439,Untimely response,Yes,nan
3014030,2024-08-10 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,CA,12345,,Consent provided,Web,2024-08-21 19:10:40.896439,Closed with explanation,Yes,No
3014031,2026-04-19 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,NY,12345,,Consent provided,Web,2026-04-23 19:10:40.896439,Closed with explanation,Yes,No
3014032,2026-01-04 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,MI,12345,,Consent provided,Web,2026-01-17 19:10:40.896439,Closed with explanation,Yes,No
3014033,2025-12-06 19:10:40.896439,Vehicle loan or lease,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Wells Fargo,CA,12345,,Consent provided,Web,2025-12-10 19:10:40.896439,Closed with explanation,Yes,nan
3014034,2025-06-02 19:10:40.896439,,General,Incorrect information on your report,Information belongs to someone else,nan,,Wells Fargo,FL,12345,,Consent provided,Web,2025-06-16 19:10:40.896439,Closed with non-monetary relief,Yes,No
3014035,2025-08-05 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,Experian,FL,12345,,Consent provided,Web,2025-08-15 19:10:40.896439,Closed with explanation,Yes,nan
3014036,2025-04-26 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,OH,12345,,Consent provided,Web,2025-04-29 19:10:40.896439,Untimely response,Yes,No
3014037,2024-10-19 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,FL,12345,,Consent provided,Web,2024-10-19 19:10:40.896439,Untimely response,Yes,nan
3014038,2025-12-16 19:10:40.896439,Student loan,General,Incorrect information on your report,Information belongs to someone else,The bank charged me a fee I did not authorize.,,TransUnion,PA,12345,,Consent provided,Web,2025-12-16 19:10:40.896439,Closed with explanation,Yes,No
3014039,2024-09-25 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,MI,12345,,Consent provided,Web,2024-10-07 19:10:40.896439,Untimely response,Yes,No
3014040,2025-04-18 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,Citibank,NY,12345,,Consent provided,Web,2025-04-23 19:10:40.896439,Untimely response,Yes,No
3014041,2026-06-10 19:10:40.896439,Debt collection,General,Incorrect information on your report,Information belongs to someone else,nan,,TransUnion,PA,12345,,Consent provided,Web,2026-06-24 19:10:40.896439,,Yes,nan
3014042,2025-10-08 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,JPMorgan Chase & Co.,NC,12345,,Consent provided,Web,2025-10-11 19:10:40.896439,Closed with explanation,Yes,Yes
3014043,2025-02-04 19:10:40.896439,"Credit reporting, credit repair services, or other personal consumer reports",General,Incorrect information on your report,Information belongs to someone else,nan,,Bank of America,OH,12345,,Consent provided,Web,2025-02-07 19:10:40.896439,Closed with explanation,Yes,nan
3014044,2025-04-11 19:10:40.896439,Credit card or prepaid card,General,Incorrect information on your report,Information belongs to someone else,nan,,Capital One,CA,12345,,Consent provided,Web,2025-04-13 19:10:40.896439,Closed with explanation,Yes,Yes
